,2,3,4,5,6,7,8,9,10
0,2,3,2,3,2,5,7,9,10
1,2,2,3,4,3,4,2,8,6
2,2,2,3,2,6,2,5,5,5
3,2,2,3,2,6,2,3,5,5
4,2,2,3,5,5,7,5,6,7
5,2,3,4,5,4,6,8,4,4
6,2,3,2,3,2,5,7,9,10
7,2,3,4,5,5,7,5,6,9
8,2,3,4,5,4,7,4,7,8
9,2,3,2,3,2,5,7,9,10
10,1,1,1,1,1,1,1,1,9
11,2,3,2,3,2,5,7,9,10
12,2,3,4,5,4,7,4,7,8
13,1,1,1,1,1,1,1,1,1
14,2,2,3,4,5,7,5,6,7
15,2,3,4,5,4,6,4,7,8
16,2,2,3,4,3,4,2,8,6
17,1,1,1,1,1,1,1,1,9
18,2,3,4,5,4,7,4,7,8
19,2,3,2,3,2,5,7,9,10
20,2,3,4,5,4,6,8,4,4
21,2,3,2,3,2,5,7,9,10
22,1,1,1,1,1,1,1,1,1
23,2,3,4,5,4,6,4,7,8
24,2,3,2,3,2,3,6,3,3
25,2,2,3,4,3,4,2,8,6
26,2,2,3,4,5,7,5,6,7
27,2,2,3,4,3,4,2,8,7
28,2,3,2,3,2,5,7,9,10
29,2,2,3,2,6,2,3,2,2
30,2,3,4,5,4,7,4,7,8
31,2,2,3,4,5,7,5,6,7
32,1,1,1,1,1,1,1,1,9
33,2,2,2,2,6,5,3,2,2
34,2,3,2,3,2,5,7,9,10
35,1,1,1,1,1,1,1,1,9
36,2,2,3,2,6,2,3,2,2
37,2,3,4,5,4,6,4,7,8
38,2,2,3,2,6,2,5,5,5
39,1,1,1,1,1,1,1,1,9
40,2,2,4,5,5,7,5,6,7
41,2,2,3,2,6,2,5,5,5
42,2,2,3,2,6,2,3,2,2
43,2,3,4,5,4,6,8,4,4
44,2,2,3,2,6,2,3,2,2
45,2,2,3,2,6,2,5,5,5
46,2,3,2,3,2,3,6,3,3
47,2,2,3,2,5,7,5,5,5
48,2,2,3,2,6,2,5,5,5
49,2,2,3,4,3,4,2,8,6
50,2,3,2,3,2,5,7,9,10
51,1,1,1,1,1,1,1,1,1
52,2,3,2,3,2,5,7,9,10
53,2,3,2,3,2,3,6,3,3
54,1,1,1,1,1,1,1,1,9
55,2,2,3,2,6,2,5,5,5
56,2,2,3,2,6,2,5,5,5
57,2,3,4,5,4,7,4,7,8
58,2,2,3,2,6,2,3,2,2
59,2,3,4,5,4,6,4,7,8
60,2,3,4,5,4,6,4,7,8
61,2,3,4,5,4,7,4,7,8
62,1,1,1,1,1,1,1,1,9
63,2,3,4,5,5,7,4,7,8
64,2,2,3,4,5,7,5,6,7
65,2,3,2,3,2,5,7,9,10
66,2,2,3,5,5,7,5,6,7
67,2,3,4,5,4,6,4,7,8
68,2,3,2,3,2,3,6,3,3
69,2,3,2,3,2,5,7,9,10
70,1,1,1,1,1,1,1,1,9
71,2,3,4,5,4,6,8,4,4
72,2,2,3,2,5,7,5,6,5
73,2,3,4,5,4,7,4,7,8
74,2,3,2,3,2,3,6,3,3
75,2,2,3,2,5,7,5,5,5
76,2,2,3,5,5,7,5,6,7
77,2,3,4,5,4,6,8,4,4
78,2,3,2,3,2,3,6,3,3
79,2,2,3,2,6,2,3,2,2
80,1,1,1,1,1,1,1,1,1
